Row ID,RowID_IsNum,RowID_Unique,Order ID, OrderID_Clean ,OrderIdCleanValid,Order Date,Order DateCheck,OrderYear,MonthNumber,OrderMonth,Year–Month  ,Ship Date,Date_Check,ShipOrder_Logic,Ship Mode,ShipModeClean,Customer ID, CustomerID_Clean ,CustomerID_Clean_Valid,Customer Name,Customer NameClean,Segment,SegmentClean,Country,Country Clean,City,City Cleaned,State,StateClean,Postal Code,Postal Clean,Postal_Check,Region,Region_Clean,Product ID,ProductID Cleaned,ProductID Cleaned_Verified,Category,Category Clean,Sub-Category,Sub-CategoryClean,Product Name,Product NameCleaned,Sales, Positive‐value check,Unit Sold
43,✔️ OK,✔️ Unique,CA-2017-101343,CA-2017-101343,✔️ Valid,17-Jul-17,✔️ OK,2017,7,Jul,2017-07,22-Jul-17,✔️ Dates OK,✔️ OK,Standard Class,Standard Class,RA-19885,RA-19885,✔️ Valid,Ruben Ausman,Ruben Ausman,Corporate,Corporate,United States,United States,Los Angeles,Los Angeles,California,California,90049,90049,✔️ OK,West,West,OFF-ST-10003479,OFF-ST-10003479,✔️ Valid,Office Supplies,Office Supplies,Storage,Storage,"Eldon Base for stackable storage shelf, platinum","Eldon Base For Stackable Storage Shelf, Platinum",$77.88 ,✔️ Positive,1
44,✔️ OK,✔️ Unique,CA-2018-139619,CA-2018-139619,✔️ Valid,19-Sep-18,✔️ OK,2018,9,Sep,2018-09,23-Sep-18,✔️ Dates OK,✔️ OK,Standard Class,Standard Class,ES-14080,ES-14080,✔️ Valid,Erin Smith,Erin Smith,Corporate,Corporate,United States,United States,Melbourne,Melbourne,Florida,Florida,32935,32935,✔️ OK,South,South,OFF-ST-10003282,OFF-ST-10003282,✔️ Valid,Office Supplies,Office Supplies,Storage,Storage,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers","Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",$95.62 ,✔️ Positive,1
45,✔️ OK,✔️ Unique,CA-2017-118255,CA-2017-118255,✔️ Valid,11-Mar-17,✔️ OK,2017,3,Mar,2017-03,13-Mar-17,✔️ Dates OK,✔️ OK,First Class,First Class,ON-18715,ON-18715,✔️ Valid,Odella Nelson,Odella Nelson,Corporate,Corporate,United States,United States,Eagan,Eagan,Minnesota,Minnesota,55122,55122,✔️ OK,Central,Central,TEC-AC-10000171,TEC-AC-10000171,✔️ Valid,Technology,Technology,Accessories,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack","Verbatim 25 Gb 6X Blu-Ray Single Layer Recordable Disc, 25/Pack",$45.98 ,✔️ Positive,1
46,✔️ OK,✔️ Unique,CA-2017-118255,CA-2017-118255,✔️ Valid,11-Mar-17,✔️ OK,2017,3,Mar,2017-03,13-Mar-17,✔️ Dates OK,✔️ OK,First Class,First Class,ON-18715,ON-18715,✔️ Valid,Odella Nelson,Odella Nelson,Corporate,Corporate,United States,United States,Eagan,Eagan,Minnesota,Minnesota,55122,55122,✔️ OK,Central,Central,OFF-BI-10003291,OFF-BI-10003291,✔️ Valid,Office Supplies,Office Supplies,Binders,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,Wilson Jones Leather-Like Binders With Dubllock Round Rings,$17.46 ,✔️ Positive,1
47,✔️ OK,✔️ Unique,CA-2015-146703,CA-2015-146703,✔️ Valid,20-Oct-15,✔️ OK,2015,10,Oct,2015-10,25-Oct-15,✔️ Dates OK,✔️ OK,Second Class,Second Class,PO-18865,PO-18865,✔️ Valid,Patrick O'Donnell,Patrick O'Donnell,Consumer,Consumer,United States,United States,Westland,Westland,Michigan,Michigan,48185,48185,✔️ OK,Central,Central,OFF-ST-10001713,OFF-ST-10001713,✔️ Valid,Office Supplies,Office Supplies,Storage,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black","Gould Plastics 9-Pocket Panel Bin, 18-3/8W X 5-1/4D X 20-1/2H, Black",$211.96 ,✔️ Positive,1
48,✔️ OK,✔️ Unique,CA-2017-169194,CA-2017-169194,✔️ Valid,20-Jun-17,✔️ OK,2017,6,Jun,2017-06,25-Jun-17,✔️ Dates OK,✔️ OK,Standard Class,Standard Class,LH-16900,LH-16900,✔️ Valid,Lena Hernandez,Lena Hernandez,Consumer,Consumer,United States,United States,Dover,Dover,Delaware,Delaware,19901,19901,✔️ OK,East,East,TEC-AC-10002167,TEC-AC-10002167,✔️ Valid,Technology,Technology,Accessories,Accessories,ImationÂ 8gb Micro Traveldrive Usb 2.0Â Flash Drive,Imationâ 8Gb Micro Traveldrive Usb 2.0Â Flash Drive,$45.00 ,✔️ Positive,1
49,✔️ OK,✔️ Unique,CA-2017-169194,CA-2017-169194,✔️ Valid,20-Jun-17,✔️ OK,2017,6,Jun,2017-06,25-Jun-17,✔️ Dates OK,✔️ OK,Standard Class,Standard Class,LH-16900,LH-16900,✔️ Valid,Lena Hernandez,Lena Hernandez,Consumer,Consumer,United States,United States,Dover,Dover,Delaware,Delaware,19901,19901,✔️ OK,East,East,TEC-PH-10003988,TEC-PH-10003988,✔️ Valid,Technology,Technology,Phones,Phones,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite","Lf Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen And Wiper For Apple Iphone 5C Mini Lite",$21.80 ,✔️ Positive,1
50,✔️ OK,✔️ Unique,CA-2016-115742,CA-2016-115742,✔️ Valid,18-Apr-16,✔️ OK,2016,4,Apr,2016-04,22-Apr-16,✔️ Dates OK,✔️ OK,Standard Class,Standard Class,DP-13000,DP-13000,✔️ Valid,Darren Powers,Darren Powers,Consumer,Consumer,United States,United States,New Albany,New Albany,Indiana,Indiana,47150,47150,✔️ OK,Central,Central,OFF-BI-10004410,OFF-BI-10004410,✔️ Valid,Office Supplies,Office Supplies,Binders,Binders,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack","C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 X 5-1/8, 10/Pack",$38.22 ,✔️ Positive,1
51,✔️ OK,✔️ Unique,CA-2016-115742,CA-2016-115742,✔️ Valid,18-Apr-16,✔️ OK,2016,4,Apr,2016-04,22-Apr-16,✔️ Dates OK,✔️ OK,Standard Class,Standard Class,DP-13000,DP-13000,✔️ Valid,Darren Powers,Darren Powers,Consumer,Consumer,United States,United States,New Albany,New Albany,Indiana,Indiana,47150,47150,✔️ OK,Central,Central,OFF-LA-10002762,OFF-LA-10002762,✔️ Valid,Office Supplies,Office Supplies,Labels,Labels,Avery 485,Avery 485,$75.18 ,✔️ Positive,1
52,✔️ OK,✔️ Unique,CA-2016-115742,CA-2016-115742,✔️ Valid,18-Apr-16,✔️ OK,2016,4,Apr,2016-04,22-Apr-16,✔️ Dates OK,✔️ OK,Standard Class,Standard Class,DP-13000,DP-13000,✔️ Valid,Darren Powers,Darren Powers,Consumer,Consumer,United States,United States,New Albany,New Albany,Indiana,Indiana,47150,47150,✔️ OK,Central,Central,FUR-FU-10001706,FUR-FU-10001706,✔️ Valid,Furniture,Furniture,Furnishings,Furnishings,Longer-Life Soft White Bulbs,Longer-Life Soft White Bulbs,$6.16 ,✔️ Positive,1
53,✔️ OK,✔️ Unique,CA-2016-115742,CA-2016-115742,✔️ Valid,18-Apr-16,✔️ OK,2016,4,Apr,2016-04,22-Apr-16,✔️ Dates OK,✔️ OK,Standard Class,Standard Class,DP-13000,DP-13000,✔️ Valid,Darren Powers,Darren Powers,Consumer,Consumer,United States,United States,New Albany,New Albany,Indiana,Indiana,47150,47150,✔️ OK,Central,Central,FUR-CH-10003061,FUR-CH-10003061,✔️ Valid,Furniture,Furniture,Chairs,Chairs,"Global Leather Task Chair, Black","Global Leather Task Chair, Black",$89.99 ,✔️ Positive,1
54,✔️ OK,✔️ Unique,CA-2017-105816,CA-2017-105816,✔️ Valid,11-Dec-17,✔️ OK,2017,12,Dec,2017-12,17-Dec-17,✔️ Dates OK,✔️ OK,Standard Class,Standard Class,JM-15265,JM-15265,✔️ Valid,Janet Molinari,Janet Molinari,Corporate,Corporate,United States,United States,New York City,New York City,New York,New York,10024,10024,✔️ OK,East,East,OFF-FA-10000304,OFF-FA-10000304,✔️ Valid,Office Supplies,Office Supplies,Fasteners,Fasteners,Advantus Push Pins,Advantus Push Pins,$15.26 ,✔️ Positive,1
55,✔️ OK,✔️ Unique,CA-2017-105816,CA-2017-105816,✔️ Valid,11-Dec-17,✔️ OK,2017,12,Dec,2017-12,17-Dec-17,✔️ Dates OK,✔️ OK,Standard Class,Standard Class,JM-15265,JM-15265,✔️ Valid,Janet Molinari,Janet Molinari,Corporate,Corporate,United States,United States,New York City,New York City,New York,New York,10024,10024,✔️ OK,East,East,TEC-PH-10002447,TEC-PH-10002447,✔️ Valid,Technology,Technology,Phones,Phones,AT&T CL83451 4-Handset Telephone,At&T Cl83451 4-Handset Telephone,"$1,029.95 ",✔️ Positive,1
56,✔️ OK,✔️ Unique,CA-2017-111682,CA-2017-111682,✔️ Valid,17-Jun-17,✔️ OK,2017,6,Jun,2017-06,18-Jun-17,✔️ Dates OK,✔️ OK,First Class,First Class,TB-21055,TB-21055,✔️ Valid,Ted Butterfield,Ted Butterfield,Consumer,Consumer,United States,United States,Troy,Troy,New York,New York,12180,12180,✔️ OK,East,East,OFF-ST-10000604,OFF-ST-10000604,✔️ Valid,Office Supplies,Office Supplies,Storage,Storage,Home/Office Personal File Carts,Home/Office Personal File Carts,$208.56 ,✔️ Positive,1
57,✔️ OK,✔️ Unique,CA-2017-111682,CA-2017-111682,✔️ Valid,17-Jun-17,✔️ OK,2017,6,Jun,2017-06,18-Jun-17,✔️ Dates OK,✔️ OK,First Class,First Class,TB-21055,TB-21055,✔️ Valid,Ted Butterfield,Ted Butterfield,Consumer,Consumer,United States,United States,Troy,Troy,New York,New York,12180,12180,✔️ OK,East,East,OFF-PA-10001569,OFF-PA-10001569,✔️ Valid,Office Supplies,Office Supplies,Paper,Paper,Xerox 232,Xerox 232,$32.40 ,✔️ Positive,1
58,✔️ OK,✔️ Unique,CA-2017-111682,CA-2017-111682,✔️ Valid,17-Jun-17,✔️ OK,2017,6,Jun,2017-06,18-Jun-17,✔️ Dates OK,✔️ OK,First Class,First Class,TB-21055,TB-21055,✔️ Valid,Ted Butterfield,Ted Butterfield,Consumer,Consumer,United States,United States,Troy,Troy,New York,New York,12180,12180,✔️ OK,East,East,FUR-CH-10003968,FUR-CH-10003968,✔️ Valid,Furniture,Furniture,Chairs,Chairs,Novimex Turbo Task Chair,Novimex Turbo Task Chair,$319.41 ,✔️ Positive,1
59,✔️ OK,✔️ Unique,CA-2017-111682,CA-2017-111682,✔️ Valid,17-Jun-17,✔️ OK,2017,6,Jun,2017-06,18-Jun-17,✔️ Dates OK,✔️ OK,First Class,First Class,TB-21055,TB-21055,✔️ Valid,Ted Butterfield,Ted Butterfield,Consumer,Consumer,United States,United States,Troy,Troy,New York,New York,12180,12180,✔️ OK,East,East,OFF-PA-10000587,OFF-PA-10000587,✔️ Valid,Office Supplies,Office Supplies,Paper,Paper,"Array Parchment Paper, Assorted Colors","Array Parchment Paper, Assorted Colors",$14.56 ,✔️ Positive,1
60,✔️ OK,✔️ Unique,CA-2017-111682,CA-2017-111682,✔️ Valid,17-Jun-17,✔️ OK,2017,6,Jun,2017-06,18-Jun-17,✔️ Dates OK,✔️ OK,First Class,First Class,TB-21055,TB-21055,✔️ Valid,Ted Butterfield,Ted Butterfield,Consumer,Consumer,United States,United States,Troy,Troy,New York,New York,12180,12180,✔️ OK,East,East,TEC-AC-10002167,TEC-AC-10002167,✔️ Valid,Technology,Technology,Accessories,Accessories,ImationÂ 8gb Micro Traveldrive Usb 2.0Â Flash Drive,Imationâ 8Gb Micro Traveldrive Usb 2.0Â Flash Drive,$30.00 ,✔️ Positive,1
61,✔️ OK,✔️ Unique,CA-2017-111682,CA-2017-111682,✔️ Valid,17-Jun-17,✔️ OK,2017,6,Jun,2017-06,18-Jun-17,✔️ Dates OK,✔️ OK,First Class,First Class,TB-21055,TB-21055,✔️ Valid,Ted Butterfield,Ted Butterfield,Consumer,Consumer,United States,United States,Troy,Troy,New York,New York,12180,12180,✔️ OK,East,East,OFF-BI-10001460,OFF-BI-10001460,✔️ Valid,Office Supplies,Office Supplies,Binders,Binders,Plastic Binding Combs,Plastic Binding Combs,$48.48 ,✔️ Positive,1
62,✔️ OK,✔️ Unique,CA-2017-111682,CA-2017-111682,✔️ Valid,17-Jun-17,✔️ OK,2017,6,Jun,2017-06,18-Jun-17,✔️ Dates OK,✔️ OK,First Class,First Class,TB-21055,TB-21055,✔️ Valid,Ted Butterfield,Ted Butterfield,Consumer,Consumer,United States,United States,Troy,Troy,New York,New York,12180,12180,✔️ OK,East,East,OFF-AR-10001868,OFF-AR-10001868,✔️ Valid,Office Supplies,Office Supplies,Art,Art,Prang Dustless Chalk Sticks,Prang Dustless Chalk Sticks,$1.68 ,✔️ Positive,1
63,✔️ OK,✔️ Unique,CA-2016-135545,CA-2016-135545,✔️ Valid,24-Nov-16,✔️ OK,2016,11,Nov,2016-11,30-Nov-16,✔️ Dates OK,✔️ OK,Standard Class,Standard Class,KM-16720,KM-16720,✔️ Valid,Kunst Miller,Kunst Miller,Consumer,Consumer,United States,United States,Los Angeles,Los Angeles,California,California,90004,90004,✔️ OK,West,West,TEC-AC-10004633,TEC-AC-10004633,✔️ Valid,Technology,Technology,Accessories,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack","Verbatim 25 Gb 6X Blu-Ray Single Layer Recordable Disc, 3/Pack",$13.98 ,✔️ Positive,1
64,✔️ OK,✔️ Unique,CA-2016-135545,CA-2016-135545,✔️ Valid,24-Nov-16,✔️ OK,2016,11,Nov,2016-11,30-Nov-16,✔️ Dates OK,✔️ OK,Standard Class,Standard Class,KM-16720,KM-16720,✔️ Valid,Kunst Miller,Kunst Miller,Consumer,Consumer,United States,United States,Los Angeles,Los Angeles,California,California,90004,90004,✔️ OK,West,West,OFF-BI-10001078,OFF-BI-10001078,✔️ Valid,Office Supplies,Office Supplies,Binders,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""","Acco Presstex Data Binder With Storage Hooks, Dark Blue, 14 7/8"" X 11""",$25.82 ,✔️ Positive,1
65,✔️ OK,✔️ Unique,CA-2016-135545,CA-2016-135545,✔️ Valid,24-Nov-16,✔️ OK,2016,11,Nov,2016-11,30-Nov-16,✔️ Dates OK,✔️ OK,Standard Class,Standard Class,KM-16720,KM-16720,✔️ Valid,Kunst Miller,Kunst Miller,Consumer,Consumer,United States,United States,Los Angeles,Los Angeles,California,California,90004,90004,✔️ OK,West,West,OFF-PA-10003892,OFF-PA-10003892,✔️ Valid,Office Supplies,Office Supplies,Paper,Paper,Xerox 1943,Xerox 1943,$146.73 ,✔️ Positive,1
66,✔️ OK,✔️ Unique,CA-2016-135545,CA-2016-135545,✔️ Valid,24-Nov-16,✔️ OK,2016,11,Nov,2016-11,30-Nov-16,✔️ Dates OK,✔️ OK,Standard Class,Standard Class,KM-16720,KM-16720,✔️ Valid,Kunst Miller,Kunst Miller,Consumer,Consumer,United States,United States,Los Angeles,Los Angeles,California,California,90004,90004,✔️ OK,West,West,FUR-FU-10000397,FUR-FU-10000397,✔️ Valid,Furniture,Furniture,Furnishings,Furnishings,Luxo Economy Swing Arm Lamp,Luxo Economy Swing Arm Lamp,$79.76 ,✔️ Positive,1
67,✔️ OK,✔️ Unique,US-2016-164175,US-2016-164175,✔️ Valid,30-Apr-16,✔️ OK,2016,4,Apr,2016-04,05-May-16,✔️ Dates OK,✔️ OK,Standard Class,Standard Class,PS-18970,PS-18970,✔️ Valid,Paul Stevenson,Paul Stevenson,Home Office,Home Office,United States,United States,Chicago,Chicago,Illinois,Illinois,60610,60610,✔️ OK,Central,Central,FUR-CH-10001146,FUR-CH-10001146,✔️ Valid,Furniture,Furniture,Chairs,Chairs,"Global Value Mid-Back Manager's Chair, Gray","Global Value Mid-Back Manager'S Chair, Gray",$213.12 ,✔️ Positive,1
68,✔️ OK,✔️ Unique,CA-2015-106376,CA-2015-106376,✔️ Valid,05-Dec-15,✔️ OK,2015,12,Dec,2015-12,10-Dec-15,✔️ Dates OK,✔️ OK,Standard Class,Standard Class,BS-11590,BS-11590,✔️ Valid,Brendan Sweed,Brendan Sweed,Corporate,Corporate,United States,United States,Gilbert,Gilbert,Arizona,Arizona,85234,85234,✔️ OK,West,West,OFF-AR-10002671,OFF-AR-10002671,✔️ Valid,Office Supplies,Office Supplies,Art,Art,"Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener, Beige","Hunt Boston Model 1606 High-Volume Electric Pencil Sharpener, Beige","$1,113.02 ",✔️ Positive,1
69,✔️ OK,✔️ Unique,CA-2015-106376,CA-2015-106376,✔️ Valid,05-Dec-15,✔️ OK,2015,12,Dec,2015-12,10-Dec-15,✔️ Dates OK,✔️ OK,Standard Class,Standard Class,BS-11590,BS-11590,✔️ Valid,Brendan Sweed,Brendan Sweed,Corporate,Corporate,United States,United States,Gilbert,Gilbert,Arizona,Arizona,85234,85234,✔️ OK,West,West,TEC-PH-10002726,TEC-PH-10002726,✔️ Valid,Technology,Technology,Phones,Phones,netTALK DUO VoIP Telephone Service,Nettalk Duo Voip Telephone Service,$167.97 ,✔️ Positive,1
70,✔️ OK,✔️ Unique,CA-2017-119823,CA-2017-119823,✔️ Valid,04-Jun-17,✔️ OK,2017,6,Jun,2017-06,06-Jun-17,✔️ Dates OK,✔️ OK,First Class,First Class,KD-16270,KD-16270,✔️ Valid,Karen Daniels,Karen Daniels,Consumer,Consumer,United States,United States,Springfield,Springfield,Virginia,Virginia,22153,22153,✔️ OK,South,South,OFF-PA-10000482,OFF-PA-10000482,✔️ Valid,Office Supplies,Office Supplies,Paper,Paper,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate","Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",$75.88 ,✔️ Positive,1
71,✔️ OK,✔️ Unique,CA-2017-106075,CA-2017-106075,✔️ Valid,18-Sep-17,✔️ OK,2017,9,Sep,2017-09,23-Sep-17,✔️ Dates OK,✔️ OK,Standard Class,Standard Class,HM-14980,HM-14980,✔️ Valid,Henry MacAllister,Henry Macallister,Consumer,Consumer,United States,United States,New York City,New York City,New York,New York,10009,10009,✔️ OK,East,East,OFF-BI-10004654,OFF-BI-10004654,✔️ Valid,Office Supplies,Office Supplies,Binders,Binders,Avery Binding System Hidden Tab Executive Style Index Sets,Avery Binding System Hidden Tab Executive Style Index Sets,$4.62 ,✔️ Positive,1
72,✔️ OK,✔️ Unique,CA-2018-114440,CA-2018-114440,✔️ Valid,14-Sep-18,✔️ OK,2018,9,Sep,2018-09,17-Sep-18,✔️ Dates OK,✔️ OK,Second Class,Second Class,TB-21520,TB-21520,✔️ Valid,Tracy Blumstein,Tracy Blumstein,Consumer,Consumer,United States,United States,Jackson,Jackson,Michigan,Michigan,49201,49201,✔️ OK,Central,Central,OFF-PA-10004675,OFF-PA-10004675,✔️ Valid,Office Supplies,Office Supplies,Paper,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""","Telephone Message Books With Fax/Mobile Section, 5 1/2"" X 3 3/16""",$19.05 ,✔️ Positive,1
73,✔️ OK,✔️ Unique,US-2016-134026,US-2016-134026,✔️ Valid,26-Apr-16,✔️ OK,2016,4,Apr,2016-04,02-May-16,✔️ Dates OK,✔️ OK,Standard Class,Standard Class,JE-15745,JE-15745,✔️ Valid,Joel Eaton,Joel Eaton,Consumer,Consumer,United States,United States,Memphis,Memphis,Tennessee,Tennessee,38109,38109,✔️ OK,South,South,FUR-CH-10000513,FUR-CH-10000513,✔️ Valid,Furniture,Furniture,Chairs,Chairs,High-Back Leather Manager's Chair,High-Back Leather Manager'S Chair,$831.94 ,✔️ Positive,1
74,✔️ OK,✔️ Unique,US-2016-134026,US-2016-134026,✔️ Valid,26-Apr-16,✔️ OK,2016,4,Apr,2016-04,02-May-16,✔️ Dates OK,✔️ OK,Standard Class,Standard Class,JE-15745,JE-15745,✔️ Valid,Joel Eaton,Joel Eaton,Consumer,Consumer,United States,United States,Memphis,Memphis,Tennessee,Tennessee,38109,38109,✔️ OK,South,South,FUR-FU-10003708,FUR-FU-10003708,✔️ Valid,Furniture,Furniture,Furnishings,Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""","Tenex Traditional Chairmats For Medium Pile Carpet, Standard Lip, 36"" X 48""",$97.04 ,✔️ Positive,1
75,✔️ OK,✔️ Unique,US-2016-134026,US-2016-134026,✔️ Valid,26-Apr-16,✔️ OK,2016,4,Apr,2016-04,02-May-16,✔️ Dates OK,✔️ OK,Standard Class,Standard Class,JE-15745,JE-15745,✔️ Valid,Joel Eaton,Joel Eaton,Consumer,Consumer,United States,United States,Memphis,Memphis,Tennessee,Tennessee,38109,38109,✔️ OK,South,South,OFF-ST-10004123,OFF-ST-10004123,✔️ Valid,Office Supplies,Office Supplies,Storage,Storage,Safco Industrial Wire Shelving System,Safco Industrial Wire Shelving System,$72.78 ,✔️ Positive,1
76,✔️ OK,✔️ Unique,US-2018-118038,US-2018-118038,✔️ Valid,09-Dec-18,✔️ OK,2018,12,Dec,2018-12,11-Dec-18,✔️ Dates OK,✔️ OK,First Class,First Class,KB-16600,KB-16600,✔️ Valid,Ken Brennan,Ken Brennan,Corporate,Corporate,United States,United States,Houston,Houston,Texas,Texas,77041,77041,✔️ OK,Central,Central,OFF-BI-10004182,OFF-BI-10004182,✔️ Valid,Office Supplies,Office Supplies,Binders,Binders,Economy Binders,Economy Binders,$1.25 ,✔️ Positive,1
77,✔️ OK,✔️ Unique,US-2018-118038,US-2018-118038,✔️ Valid,09-Dec-18,✔️ OK,2018,12,Dec,2018-12,11-Dec-18,✔️ Dates OK,✔️ OK,First Class,First Class,KB-16600,KB-16600,✔️ Valid,Ken Brennan,Ken Brennan,Corporate,Corporate,United States,United States,Houston,Houston,Texas,Texas,77041,77041,✔️ OK,Central,Central,FUR-FU-10000260,FUR-FU-10000260,✔️ Valid,Furniture,Furniture,Furnishings,Furnishings,"6"" Cubicle Wall Clock, Black","6"" Cubicle Wall Clock, Black",$9.71 ,✔️ Positive,1
78,✔️ OK,✔️ Unique,US-2018-118038,US-2018-118038,✔️ Valid,09-Dec-18,✔️ OK,2018,12,Dec,2018-12,11-Dec-18,✔️ Dates OK,✔️ OK,First Class,First Class,KB-16600,KB-16600,✔️ Valid,Ken Brennan,Ken Brennan,Corporate,Corporate,United States,United States,Houston,Houston,Texas,Texas,77041,77041,✔️ OK,Central,Central,OFF-ST-10000615,OFF-ST-10000615,✔️ Valid,Office Supplies,Office Supplies,Storage,Storage,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h","Simplifile Personal File, Black Granite, 15W X 6-15/16D X 11-1/4H",$27.24 ,✔️ Positive,1
79,✔️ OK,✔️ Unique,US-2015-147606,US-2015-147606,✔️ Valid,26-Nov-15,✔️ OK,2015,11,Nov,2015-11,01-Dec-15,✔️ Dates OK,✔️ OK,Second Class,Second Class,JE-15745,JE-15745,✔️ Valid,Joel Eaton,Joel Eaton,Consumer,Consumer,United States,United States,Houston,Houston,Texas,Texas,77070,77070,✔️ OK,Central,Central,FUR-FU-10003194,FUR-FU-10003194,✔️ Valid,Furniture,Furniture,Furnishings,Furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak","Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",$19.30 ,✔️ Positive,1
80,✔️ OK,✔️ Unique,CA-2017-127208,CA-2017-127208,✔️ Valid,12-Jun-17,✔️ OK,2017,6,Jun,2017-06,15-Jun-17,✔️ Dates OK,✔️ OK,First Class,First Class,SC-20770,SC-20770,✔️ Valid,Stewart Carmichael,Stewart Carmichael,Corporate,Corporate,United States,United States,Decatur,Decatur,Alabama,Alabama,35601,35601,✔️ OK,South,South,OFF-AP-10002118,OFF-AP-10002118,✔️ Valid,Office Supplies,Office Supplies,Appliances,Appliances,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators","1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",$208.16 ,✔️ Positive,1
